Index No.,1st 3 digits Zip Code,Enlisted***RACE/GENDER***WHITE MALE,Enlisted***RACE/GENDER***WHITE FEMALE,Enlisted***RACE/GENDER***BLACK MALE,Enlisted***RACE/GENDER***BLACK FEMALE,Enlisted***RACE/GENDER***AMER IND/AK NAT MALE,Enlisted***RACE/GENDER***AMER IND/AK NAT FEMALE,Enlisted***RACE/GENDER***ASIAN/PAC ISL MALE,Enlisted***RACE/GENDER***ASIAN/PAC ISL FEMALE,Enlisted***RACE/GENDER***OTHER MALE,Enlisted***RACE/GENDER***OTHER FEMALE,Enlisted***RACE/GENDER***UNK RACE MALE,Enlisted***RACE/GENDER***UNK RACE FEMALE,Total,Enlisted**HISPANIC/GENDER***Non-Hispanic Male,Enlisted**HISPANIC/GENDER***Non-Hispanic Female,Total,Enlisted***EDUCATION***Unknown Educ,Enlisted***EDUCATION***No HS Diploma,Enlisted***EDUCATION***HS+,Enlisted***EDUCATION***BA/BS,Enlisted***EDUCATION***MA/MS,Enlisted***EDUCATION***PHD,Enlisted***EDUCATION***Alt. Educ.,Total,Enlisted***AGE IN YEARS***< 18,Enlisted***AGE IN YEARS***18 to 21,Enlisted***AGE IN YEARS***22 to 29,Enlisted***AGE IN YEARS***>=30,Enlisted***AGE IN YEARS***Unknown,Total,Officers***RACE/GENDER***WHITE MALE,Officers***RACE/GENDER***WHITE FEMALE,Officers***RACE/GENDER***BLACK MALE,Officers***RACE/GENDER***BLACK FEMALE,Officers***RACE/GENDER***AMER IND/AK NAT MALE,Officers***RACE/GENDER***AMER IND/AK NAT FEMALE,Officers***RACE/GENDER***ASIAN/PAC ISL MALE,Officers***RACE/GENDER***ASIAN/PAC ISL FEMALE,Officers***RACE/GENDER***OTHER MALE,Officers***RACE/GENDER***OTHER FEMALE,Officers***RACE/GENDER***UNK RACE MALE,Officers***RACE/GENDER***UNK RACE FEMALE,Total,Officers**HISPANIC/GENDER***Non-Hispanic Male,Officers**HISPANIC/GENDER***Non-Hispanic Female,Total,Officers***EDUCATION***Unknown Educ,Officers***EDUCATION***No HS Diploma,Officers***EDUCATION***HS+,Officers***EDUCATION***BA/BS,Officers***EDUCATION***MA/MS,Officers***EDUCATION***PHD,Officers***EDUCATION***Alt. Educ.,Total,Officers***AGE IN YEARS***18 to 21,Officers***AGE IN YEARS***22 to 29,Officers***AGE IN YEARS***>=30,Officers***AGE IN YEARS***Unknown,Total
484,493,1196,135,35,6,20,4,14,1,9,3,10,2,1435,1284,151,1435,13,5,1313,37,5,0,62,1435,1,368,791,275,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,494,1770,238,109,41,35,3,22,2,31,2,45,7,2305,2012,293,2305,16,13,2068,73,7,0,128,2305,1,551,1206,547,0,2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,495,850,106,154,28,15,2,18,3,14,2,21,12,1225,1072,153,1225,8,9,1099,44,6,0,59,1225,1,275,618,331,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,496,1103,123,10,3,28,5,6,1,8,4,18,2,1311,1173,138,1311,5,12,1196,52,3,0,43,1311,2,296,643,370,0,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,497,943,139,8,2,61,11,14,0,14,4,7,1,1204,1047,157,1204,5,8,1109,37,5,0,40,1204,1,326,561,316,0,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,498,805,115,8,0,28,3,3,1,13,2,12,0,990,869,121,990,6,3,887,56,5,0,33,990,1,173,466,350,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,499,367,51,3,1,5,2,0,2,5,1,8,0,445,388,57,445,7,0,400,26,2,0,10,445,1,109,172,163,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,500,568,53,7,2,3,5,11,2,9,0,9,3,672,607,65,672,6,3,597,35,4,0,27,672,0,166,322,184,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,501,465,49,5,2,10,0,5,0,3,3,8,2,552,496,56,552,3,1,492,30,3,0,23,552,0,139,270,143,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,502,506,45,9,5,3,1,7,0,5,3,7,1,592,537,55,592,3,2,540,27,4,0,16,592,0,173,246,173,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,503,547,54,55,13,13,1,26,4,4,0,13,1,731,658,73,731,7,5,639,38,6,0,36,731,1,172,333,225,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,504,333,44,2,0,10,4,2,0,2,1,4,0,402,353,49,402,5,6,366,15,3,0,7,402,0,75,193,134,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,505,367,42,4,1,6,0,12,0,0,1,7,1,441,396,45,441,4,0,408,16,2,0,11,441,0,70,227,144,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,506,485,63,2,2,8,1,5,1,2,1,6,1,577,508,69,577,3,4,520,35,1,0,14,577,0,141,262,174,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,507,216,20,23,10,1,3,3,1,4,0,4,1,286,251,35,286,3,1,255,14,2,0,11,286,0,53,129,104,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,508,100,8,0,0,0,0,1,0,0,0,1,0,110,102,8,110,1,0,102,3,1,0,3,110,0,22,43,45,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,510,285,44,2,1,1,3,5,2,7,0,6,1,357,306,51,357,0,1,326,18,5,0,7,357,0,84,149,124,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,511,229,37,8,2,5,1,9,0,4,4,9,2,310,264,46,310,2,4,284,8,1,0,11,310,0,72,137,101,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,512,94,11,1,0,0,0,4,0,0,0,2,0,112,101,11,112,1,2,97,8,1,0,3,112,0,24,60,28,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,513,147,9,1,0,3,0,0,0,0,1,5,0,166,156,10,166,3,0,150,10,1,0,2,166,0,28,83,55,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,514,139,11,2,2,1,1,0,1,0,0,2,0,159,144,15,159,0,1,144,7,3,0,4,159,0,30,69,60,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,515,576,67,6,1,15,0,7,1,5,1,8,2,689,617,72,689,4,4,633,21,4,1,22,689,0,162,334,193,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,516,91,16,0,0,4,1,0,0,0,0,2,0,114,97,17,114,1,2,102,4,2,0,3,114,0,17,49,48,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,520,374,41,7,0,2,1,3,0,3,0,7,0,438,396,42,438,2,1,399,21,3,0,12,438,0,109,188,141,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,521,169,31,2,0,2,1,1,0,1,0,0,0,207,175,32,207,0,1,186,14,2,0,4,207,0,40,104,63,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,522,390,36,17,4,6,1,6,1,2,0,6,2,471,427,44,471,5,1,420,18,7,2,18,471,0,113,223,135,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,523,407,44,5,3,8,1,2,1,2,1,7,1,482,431,51,482,2,1,440,19,2,1,17,482,0,146,222,114,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,524,373,35,16,3,7,0,10,1,3,1,10,4,463,419,44,463,4,3,420,17,1,0,18,463,0,96,222,145,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,525,316,31,6,0,2,2,4,0,5,1,4,0,371,337,34,371,2,4,334,15,1,0,15,371,0,75,178,118,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,526,394,43,15,4,2,1,0,0,3,0,13,3,478,427,51,478,1,3,433,17,0,0,24,478,0,95,226,157,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,527,547,46,11,4,7,2,6,0,6,0,21,5,655,598,57,655,1,2,588,32,5,2,25,655,0,141,304,210,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,528,296,38,30,7,3,2,8,0,5,2,7,2,400,349,51,400,2,2,358,17,1,0,20,400,0,103,174,123,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,529,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,530,1596,208,27,7,14,4,36,6,8,1,20,4,1931,1701,230,1931,9,12,1746,78,7,0,79,1931,1,590,974,366,0,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,531,1756,226,61,14,23,3,21,5,25,6,29,9,2178,1915,263,2178,10,16,1987,92,7,0,66,2178,1,626,1095,456,0,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,532,998,119,524,177,17,6,41,9,29,11,59,15,2005,1668,337,2005,15,12,1790,100,20,0,68,2005,0,427,943,635,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,534,298,54,50,14,2,0,7,0,9,5,17,7,463,383,80,463,1,1,414,23,1,0,23,463,1,106,216,140,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,535,1259,176,27,10,13,7,17,6,4,2,14,0,1535,1334,201,1535,9,5,1413,55,2,0,51,1535,0,445,739,351,0,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,536,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,537,274,37,36,8,7,2,26,5,1,1,7,1,405,351,54,405,2,2,342,40,2,1,16,405,0,66,226,113,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,538,144,34,3,0,0,1,3,1,2,0,2,0,190,154,36,190,0,1,176,7,1,0,5,190,0,44,91,55,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,539,528,89,7,1,2,4,3,2,3,2,0,2,643,543,100,643,6,7,592,13,0,0,25,643,1,188,295,159,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,540,384,53,2,0,8,1,3,4,5,2,1,0,463,403,60,463,4,3,421,21,2,0,12,463,0,159,215,89,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,541,681,114,7,3,44,17,5,0,2,0,14,2,889,753,136,889,4,5,811,20,5,0,44,889,0,259,420,210,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,542,429,67,3,1,4,2,7,1,1,0,8,0,523,452,71,523,6,5,482,16,4,0,10,523,0,170,224,129,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,543,381,55,12,6,12,0,14,2,0,0,6,2,490,425,65,490,5,3,429,22,3,0,28,490,0,120,231,139,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,544,1054,180,6,1,14,5,25,3,6,1,13,0,1308,1118,190,1308,6,7,1205,49,6,0,35,1308,0,329,626,353,0,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,545,328,58,2,0,11,5,3,1,3,2,3,1,417,350,67,417,2,4,391,9,1,0,10,417,0,104,195,118,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,546,709,102,14,5,20,5,15,2,5,1,8,3,889,771,118,889,8,4,818,25,3,0,31,889,0,239,427,223,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,547,665,130,5,0,9,5,14,1,3,2,8,3,845,704,141,845,7,6,754,37,2,0,39,845,0,248,383,214,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,548,587,91,5,1,28,13,11,3,9,3,3,2,756,643,113,756,6,1,683,36,2,0,28,756,0,193,330,233,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,549,1339,183,12,4,11,5,34,3,8,6,14,5,1624,1418,206,1624,7,12,1471,59,6,0,69,1624,0,463,800,361,0,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,550,1597,185,27,5,52,15,46,14,22,4,24,1,1992,1768,224,1992,16,28,1793,64,7,0,84,1992,1,628,954,409,0,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,551,1074,121,103,22,25,6,150,20,22,2,33,4,1582,1407,175,1582,11,16,1406,74,5,1,69,1582,0,426,814,342,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,553,1891,210,65,7,65,8,55,6,22,4,25,4,2362,2123,239,2362,20,22,2129,86,7,1,97,2362,1,764,1146,451,0,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,554,1205,158,215,55,42,9,113,14,28,11,20,6,1876,1623,253,1876,19,21,1665,75,8,1,87,1876,1,436,901,538,0,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,555,2,0,0,0,1,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,3,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,556,43,3,0,0,1,1,0,0,0,0,0,0,48,44,4,48,0,0,44,1,1,0,2,48,0,10,27,11,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,557,476,60,1,0,15,3,5,1,4,1,5,0,571,506,65,571,5,6,498,29,3,0,30,571,0,110,235,226,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,558,265,39,5,0,6,0,5,1,3,0,5,0,329,289,40,329,3,1,300,13,1,0,11,329,0,51,172,106,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,559,755,110,21,1,23,6,21,4,4,0,9,2,956,833,123,956,2,6,852,48,6,0,42,956,0,253,474,229,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,560,691,72,8,0,12,2,10,3,5,1,8,4,816,734,82,816,5,12,720,36,6,0,37,816,1,217,359,239,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,561,218,25,1,1,2,0,6,2,2,0,1,1,259,230,29,259,2,2,234,16,2,0,3,259,0,58,99,102,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,562,341,37,8,0,6,2,2,1,2,0,3,0,402,362,40,402,6,5,360,18,4,0,9,402,0,82,167,153,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,563,678,83,8,1,27,6,14,5,4,0,3,5,834,734,100,834,7,5,745,48,6,0,23,834,0,194,411,229,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,564,473,59,2,1,16,3,3,0,5,1,3,1,567,502,65,567,5,6,512,19,2,0,23,567,0,152,265,150,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,565,377,54,2,1,14,5,2,2,2,1,7,2,469,404,65,469,5,2,420,24,5,0,13,469,0,115,187,167,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,566,252,33,1,1,25,5,4,0,4,1,0,1,327,286,41,327,5,4,289,14,1,0,14,327,0,81,146,100,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,567,146,26,2,0,7,0,5,3,1,0,3,0,193,164,29,193,4,2,178,5,1,0,3,193,0,37,92,64,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,570,484,57,3,0,8,1,5,0,2,1,8,1,570,510,60,570,4,4,507,37,1,2,15,570,0,129,268,173,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,571,409,54,16,0,12,2,9,1,6,3,8,0,520,460,60,520,1,3,457,25,5,0,29,520,0,130,240,150,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,572,188,31,5,0,7,2,1,1,2,1,6,1,245,209,36,245,0,0,233,9,1,0,2,245,0,25,131,89,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,573,256,32,1,0,18,10,0,0,0,1,4,0,322,279,43,322,3,1,298,12,1,0,7,322,0,62,147,113,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,574,172,21,1,0,4,3,1,1,2,0,3,0,208,183,25,208,2,2,188,10,0,0,6,208,0,33,93,82,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,575,127,24,3,0,41,14,1,0,0,1,1,0,212,173,39,212,0,1,198,4,1,0,8,212,0,36,99,77,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,576,41,5,0,1,31,8,0,0,0,0,3,0,89,75,14,89,0,0,82,1,0,0,6,89,0,21,38,30,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,577,904,158,25,7,74,32,15,6,18,4,21,9,1273,1057,216,1273,4,9,1155,42,6,0,57,1273,0,249,584,440,0,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,578,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,580,183,17,4,0,2,0,5,1,2,0,2,1,217,198,19,217,2,3,194,14,0,0,4,217,0,56,79,82,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,581,168,23,7,2,5,0,4,0,1,1,3,0,214,188,26,214,3,2,185,16,1,0,7,214,0,36,103,75,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,582,266,43,11,4,6,2,4,2,6,2,5,3,354,298,56,354,2,2,316,20,1,0,13,354,0,54,179,121,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,583,90,18,0,0,31,8,0,0,1,1,2,0,151,124,27,151,0,1,138,7,0,0,5,151,1,28,63,59,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,584,123,14,0,0,2,1,0,0,0,0,0,0,140,125,15,140,1,0,124,12,0,0,3,140,0,30,56,54,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,585,320,35,3,1,21,8,2,0,0,2,8,1,401,354,47,401,1,3,352,22,3,0,20,401,0,84,184,133,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,586,117,16,1,1,4,1,3,0,1,0,1,0,145,127,18,145,0,1,138,4,0,0,2,145,0,24,63,58,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,587,269,51,10,7,18,4,5,2,6,0,9,4,385,317,68,385,1,0,348,17,1,0,18,385,0,63,181,141,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,588,63,9,1,0,4,1,0,0,1,0,2,0,81,71,10,81,0,1,70,5,1,0,4,81,0,18,30,33,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,590,339,55,1,1,33,13,3,0,2,1,8,0,456,386,70,456,3,5,410,18,1,0,19,456,0,111,193,152,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,591,506,53,4,0,25,7,6,1,7,2,9,3,623,557,66,623,7,5,548,24,1,0,38,623,0,156,284,183,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,592,136,19,1,0,32,13,0,0,0,0,4,0,205,173,32,205,0,0,182,14,1,0,8,205,0,32,87,86,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,593,159,23,3,0,3,1,0,0,1,2,6,0,198,172,26,198,3,0,187,2,0,0,6,198,0,38,79,81,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,594,669,151,12,5,71,12,19,4,9,2,9,5,968,789,179,968,7,8,867,26,5,0,55,968,0,189,455,324,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,595,98,17,1,0,26,14,0,0,2,1,1,0,160,128,32,160,1,0,150,4,0,0,5,160,0,46,65,49,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,596,387,55,3,0,5,2,5,1,4,3,5,1,471,409,62,471,2,2,411,17,0,0,39,471,0,91,237,143,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,597,637,105,3,1,28,10,4,1,7,3,15,2,816,694,122,816,6,4,719,35,6,0,46,816,0,183,380,253,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,598,872,145,5,1,38,12,10,1,25,1,12,2,1124,962,162,1124,3,4,998,39,7,0,73,1124,2,278,533,311,0,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,599,593,88,4,1,20,6,4,1,16,1,8,1,743,645,98,743,4,8,658,21,0,0,52,743,1,168,356,218,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,600,2458,258,302,111,17,4,196,25,44,18,130,27,3590,3147,443,3590,19,24,3188,188,23,0,148,3590,1,920,1838,831,0,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,601,2415,262,301,75,14,3,135,20,23,5,127,24,3404,3015,389,3404,19,20,3082,149,24,1,109,3404,0,921,1644,839,0,3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,602,45,7,50,10,0,0,4,1,2,0,5,1,125,106,19,125,1,1,106,13,3,0,1,125,0,22,53,50,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,603,57,3,39,13,0,0,6,2,3,0,6,1,130,111,19,130,4,0,108,15,3,0,0,130,0,17,61,52,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,604,2471,272,1014,257,13,1,74,11,37,9,118,21,4298,3727,571,4298,19,32,3875,187,30,1,154,4298,1,1047,2089,1161,0,4298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,605,1672,213,180,37,14,2,66,11,14,4,87,19,2319,2033,286,2319,9,7,2106,104,14,0,79,2319,1,651,1180,487,0,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
