Index No.,1st 3 digits Zip Code,Enlisted***RACE/GENDER***WHITE MALE,Enlisted***RACE/GENDER***WHITE FEMALE,Enlisted***RACE/GENDER***BLACK MALE,Enlisted***RACE/GENDER***BLACK FEMALE,Enlisted***RACE/GENDER***AMER IND/AK NAT MALE,Enlisted***RACE/GENDER***AMER IND/AK NAT FEMALE,Enlisted***RACE/GENDER***ASIAN/PAC ISL MALE,Enlisted***RACE/GENDER***ASIAN/PAC ISL FEMALE,Enlisted***RACE/GENDER***OTHER MALE,Enlisted***RACE/GENDER***OTHER FEMALE,Enlisted***RACE/GENDER***UNK RACE MALE,Enlisted***RACE/GENDER***UNK RACE FEMALE,Total,Enlisted**HISPANIC/GENDER***Non-Hispanic Male,Enlisted**HISPANIC/GENDER***Non-Hispanic Female,Total,Enlisted***EDUCATION***Unknown Educ,Enlisted***EDUCATION***No HS Diploma,Enlisted***EDUCATION***HS+,Enlisted***EDUCATION***BA/BS,Enlisted***EDUCATION***MA/MS,Enlisted***EDUCATION***PHD,Enlisted***EDUCATION***Alt. Educ.,Total,Enlisted***AGE IN YEARS***< 18,Enlisted***AGE IN YEARS***18 to 21,Enlisted***AGE IN YEARS***22 to 29,Enlisted***AGE IN YEARS***>=30,Enlisted***AGE IN YEARS***Unknown,Total,Officers***RACE/GENDER***WHITE MALE,Officers***RACE/GENDER***WHITE FEMALE,Officers***RACE/GENDER***BLACK MALE,Officers***RACE/GENDER***BLACK FEMALE,Officers***RACE/GENDER***AMER IND/AK NAT MALE,Officers***RACE/GENDER***AMER IND/AK NAT FEMALE,Officers***RACE/GENDER***ASIAN/PAC ISL MALE,Officers***RACE/GENDER***ASIAN/PAC ISL FEMALE,Officers***RACE/GENDER***OTHER MALE,Officers***RACE/GENDER***OTHER FEMALE,Officers***RACE/GENDER***UNK RACE MALE,Officers***RACE/GENDER***UNK RACE FEMALE,Total,Officers**HISPANIC/GENDER***Non-Hispanic Male,Officers**HISPANIC/GENDER***Non-Hispanic Female,Total,Officers***EDUCATION***Unknown Educ,Officers***EDUCATION***No HS Diploma,Officers***EDUCATION***HS+,Officers***EDUCATION***BA/BS,Officers***EDUCATION***MA/MS,Officers***EDUCATION***PHD,Officers***EDUCATION***Alt. Educ.,Total,Officers***AGE IN YEARS***18 to 21,Officers***AGE IN YEARS***22 to 29,Officers***AGE IN YEARS***>=30,Officers***AGE IN YEARS***Unknown,Total
180,181,292,55,50,13,3,2,6,3,8,0,39,13,484,398,86,484,4,4,429,19,2,0,26,484,0,106,229,149,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,182,376,60,7,2,1,1,4,0,2,1,9,1,464,399,65,464,2,3,414,23,0,0,22,464,0,108,216,140,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,183,561,96,66,17,6,3,8,0,10,1,29,4,801,680,121,801,0,1,731,35,6,0,28,801,0,234,381,186,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,184,566,79,25,14,6,2,7,1,4,5,12,5,726,620,106,726,9,3,647,36,4,0,27,726,0,162,356,208,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,185,214,38,8,4,2,1,6,0,3,2,6,0,284,239,45,284,3,3,245,18,2,0,13,284,0,46,140,98,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,186,547,72,6,2,8,1,2,0,4,3,5,4,654,572,82,654,5,3,583,23,2,0,38,654,0,140,327,187,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,187,290,36,18,6,3,3,8,1,5,3,6,1,380,330,50,380,5,4,319,26,4,1,21,380,0,78,169,133,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,188,387,49,5,2,7,3,3,0,4,0,5,0,465,411,54,465,3,5,400,27,5,0,25,465,0,99,218,148,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,189,567,59,12,8,9,0,9,4,6,2,7,0,683,610,73,683,7,4,598,42,5,0,27,683,0,153,364,166,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,190,1551,164,361,87,13,0,58,12,29,7,39,8,2329,2051,278,2329,13,17,2088,119,16,1,75,2329,0,455,1185,689,0,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,191,1157,143,1663,482,8,2,104,24,84,14,150,36,3867,3166,701,3867,35,28,3379,244,34,1,146,3867,0,543,1628,1696,0,3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,193,584,62,83,17,11,0,13,6,9,1,14,1,801,714,87,801,4,7,719,51,4,0,16,801,0,158,417,226,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,194,656,60,96,25,13,2,24,6,21,0,14,4,921,824,97,921,11,4,821,52,7,1,25,921,0,215,484,222,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,195,587,69,9,3,3,0,7,0,2,1,11,2,694,619,75,694,6,6,643,17,3,0,19,694,0,161,373,160,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,196,362,65,52,9,0,0,14,2,7,1,36,7,555,471,84,555,5,1,485,37,2,0,25,555,1,121,274,159,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,197,484,64,197,38,2,3,12,3,18,3,20,5,849,733,116,849,6,1,774,34,4,0,30,849,2,173,413,261,0,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,198,234,29,123,40,1,1,5,3,10,2,14,1,463,387,76,463,1,2,410,31,3,0,16,463,0,97,228,138,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,199,861,133,316,110,24,2,26,10,35,11,26,7,1561,1288,273,1561,13,3,1443,56,6,0,40,1561,0,357,697,507,0,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,200,101,16,686,181,2,0,21,4,4,1,30,7,1053,844,209,1053,9,2,879,100,24,0,39,1053,2,109,410,532,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,201,1310,147,219,39,15,3,126,21,29,0,59,5,1973,1758,215,1973,17,14,1751,91,9,1,90,1973,2,514,1142,315,0,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,202,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,203,9,3,3,6,0,0,1,0,0,0,3,0,25,16,9,25,0,1,20,2,1,0,1,25,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,205,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,206,1175,150,438,133,17,6,60,6,60,22,40,7,2114,1790,324,2114,13,6,1926,62,10,0,97,2114,3,480,1066,565,0,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,207,802,130,2115,613,18,5,131,25,98,26,120,37,4120,3284,836,4120,34,20,3672,227,47,2,118,4120,6,700,1885,1529,0,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,208,674,77,274,81,8,1,121,21,19,5,62,6,1349,1158,191,1349,13,7,1178,81,12,1,57,1349,1,269,667,412,0,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,209,198,38,297,73,2,3,66,6,7,3,54,12,759,624,135,759,14,2,654,50,13,1,25,759,2,94,322,341,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,210,1418,193,405,112,30,1,103,21,83,21,49,15,2451,2088,363,2451,21,9,2202,110,18,1,90,2451,4,557,1241,649,0,2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,211,992,113,345,82,5,2,55,11,50,8,36,7,1706,1483,223,1706,9,6,1543,85,14,0,49,1706,1,419,822,464,0,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,212,1180,143,1369,407,13,3,45,11,70,30,62,19,3352,2739,613,3352,41,25,2919,171,42,0,154,3352,10,558,1437,1347,0,3352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,213,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,2,0,0,2,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,214,141,18,54,20,2,1,9,0,3,2,9,1,260,218,42,260,2,1,225,22,6,0,4,260,0,30,128,102,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,215,384,36,10,2,0,0,1,0,1,2,3,3,442,399,43,442,2,0,404,20,3,1,12,442,1,83,195,163,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,216,488,45,122,25,5,1,3,1,3,2,7,1,703,628,75,703,8,3,636,22,4,0,30,703,2,184,334,183,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,217,1368,138,135,36,8,1,31,2,36,8,29,7,1799,1607,192,1799,14,5,1627,66,9,1,77,1799,5,481,918,395,0,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,218,439,49,216,52,6,0,9,0,7,2,12,0,792,689,103,792,5,1,721,36,3,0,26,792,2,180,353,257,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,219,321,46,33,4,3,0,4,0,11,1,4,1,428,376,52,428,0,3,390,16,2,0,17,428,2,131,198,97,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,220,820,95,207,64,5,1,137,26,23,13,71,23,1485,1263,222,1485,13,6,1289,117,19,0,41,1485,0,258,685,542,0,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,221,988,146,415,126,16,1,101,32,52,17,72,21,1987,1644,343,1987,24,9,1740,112,14,1,87,1987,0,355,918,714,0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,222,149,23,47,13,3,1,23,5,10,1,31,10,316,263,53,316,4,0,254,43,3,1,11,316,0,32,162,122,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,223,385,57,288,97,2,0,47,8,8,4,43,13,952,773,179,952,13,3,796,80,19,3,38,952,0,142,424,386,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,224,781,103,222,75,6,0,32,8,24,6,14,4,1275,1079,196,1275,10,3,1143,50,6,0,63,1275,0,296,694,285,0,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,225,723,91,225,72,9,1,31,2,26,9,19,4,1212,1033,179,1212,7,3,1118,30,4,0,50,1212,0,303,634,275,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,226,511,73,27,8,4,0,8,2,9,0,8,1,651,567,84,651,7,1,581,29,6,0,27,651,0,192,299,160,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,227,207,21,49,11,1,0,4,0,4,1,1,1,300,266,34,300,1,2,265,8,2,0,22,300,0,74,160,66,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,228,345,49,12,3,1,0,1,2,2,4,6,4,429,367,62,429,1,3,374,25,3,1,22,429,0,111,226,92,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,229,431,43,98,28,3,1,12,6,9,1,8,1,641,561,80,641,3,2,577,29,2,0,28,641,0,144,327,170,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,230,587,74,141,54,14,4,10,3,8,2,13,3,913,773,140,913,9,4,816,33,4,0,47,913,0,190,486,237,0,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,231,871,107,180,58,14,0,18,4,20,2,16,3,1293,1119,174,1293,8,6,1141,61,7,0,70,1293,1,324,628,340,0,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,232,667,77,731,170,12,3,25,4,23,8,26,11,1757,1484,273,1757,16,12,1529,99,11,1,89,1757,0,304,819,634,0,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,233,945,133,667,192,7,2,47,11,45,16,28,7,2100,1739,361,2100,19,12,1905,84,7,0,73,2100,1,403,1082,614,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,234,2401,327,1223,365,23,7,376,44,103,34,148,38,5089,4274,815,5089,68,25,4531,191,20,0,254,5089,4,783,2567,1735,0,5089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,235,582,99,721,292,9,3,94,22,23,14,42,14,1915,1471,444,1915,19,10,1652,83,16,1,134,1915,1,241,916,757,0,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,236,1284,195,1364,511,15,4,111,25,82,47,94,32,3764,2950,814,3764,20,20,3374,166,25,0,159,3764,0,596,1821,1347,0,3764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,237,236,37,415,167,3,0,16,4,7,2,14,0,901,691,210,901,7,3,804,36,7,0,44,901,2,113,371,415,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,238,818,85,776,239,4,4,43,5,23,9,39,12,2057,1703,354,2057,15,9,1801,104,14,0,114,2057,1,405,977,674,0,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,239,204,31,223,66,3,0,5,0,6,2,5,2,547,446,101,547,4,0,496,22,3,0,22,547,0,109,228,210,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,240,837,92,214,61,11,2,15,3,14,0,18,2,1269,1109,160,1269,8,7,1104,69,9,0,72,1269,0,252,582,435,0,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,241,685,69,145,44,12,2,6,1,12,5,11,1,993,871,122,993,8,5,890,36,3,1,50,993,0,222,458,313,0,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,242,522,37,25,4,5,1,1,0,8,3,5,0,611,566,45,611,4,1,534,36,3,0,33,611,0,129,267,215,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,243,473,46,15,2,9,0,1,0,5,0,6,2,559,509,50,559,3,1,511,16,2,0,26,559,0,131,262,166,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,244,373,36,45,12,6,1,7,0,5,1,5,1,492,441,51,492,4,1,435,24,2,0,26,492,1,96,233,162,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,245,904,100,567,163,17,5,14,1,24,6,27,7,1835,1553,282,1835,11,4,1615,91,12,0,102,1835,0,403,867,565,0,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,246,215,16,5,0,5,0,0,0,2,0,0,0,243,227,16,243,2,1,207,17,0,0,16,243,0,33,100,110,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,247,174,9,22,1,5,0,1,1,1,0,1,1,216,204,12,216,1,1,176,16,1,0,21,216,0,37,80,99,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,248,98,8,18,2,0,1,1,0,0,0,2,0,130,119,11,130,2,0,121,4,1,0,2,130,0,11,46,73,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,249,175,16,6,3,2,1,1,0,1,0,3,1,209,188,21,209,2,0,192,9,1,0,5,209,0,43,88,78,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,250,198,13,5,2,1,0,1,0,1,0,2,0,223,208,15,223,3,1,204,7,0,0,8,223,0,36,84,103,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,251,241,11,12,3,2,0,2,0,5,1,6,0,283,268,15,283,1,2,254,13,2,0,11,283,0,51,101,131,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,252,198,10,2,0,3,1,1,1,0,1,0,0,217,204,13,217,4,1,193,7,2,0,10,217,0,48,95,74,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,253,287,16,38,8,9,0,0,0,2,0,5,0,365,341,24,365,6,2,311,18,5,0,23,365,0,49,143,173,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,254,539,64,38,8,3,1,7,2,10,1,2,0,675,599,76,675,5,9,593,22,3,0,43,675,1,188,315,171,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,255,370,41,5,0,3,0,2,0,8,1,4,1,435,392,43,435,5,4,389,17,2,0,18,435,0,69,195,171,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,256,132,12,6,1,2,0,0,0,2,0,2,0,157,144,13,157,2,0,145,6,0,0,4,157,1,15,67,74,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,257,188,15,27,4,2,0,1,0,4,0,2,1,244,224,20,244,0,1,208,17,2,0,16,244,0,31,100,113,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,258,300,22,48,10,8,1,4,0,2,1,3,1,400,365,35,400,5,3,346,23,2,0,21,400,0,69,162,169,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,259,192,19,16,1,4,0,0,0,1,1,2,0,236,215,21,236,0,1,210,15,0,0,10,236,0,30,89,117,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,260,528,40,18,4,3,0,3,0,4,0,8,0,608,564,44,608,4,2,523,47,5,1,26,608,0,104,234,270,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,261,636,60,11,1,11,0,6,1,6,0,12,0,744,682,62,744,4,10,666,33,8,0,23,744,0,144,350,250,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,262,285,37,4,1,4,1,0,0,4,0,3,0,339,300,39,339,5,0,307,15,0,0,12,339,0,56,136,147,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,263,340,28,5,1,2,0,3,0,1,2,3,0,385,354,31,385,1,4,337,22,3,0,18,385,0,72,141,172,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,264,217,18,3,2,0,0,0,0,0,0,2,1,243,222,21,243,2,2,222,11,0,0,6,243,0,53,94,96,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,265,491,56,26,3,3,0,7,1,5,1,7,1,601,539,62,601,6,2,515,49,5,0,24,601,0,86,262,253,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,266,122,8,2,0,1,0,0,0,0,0,2,0,135,127,8,135,3,1,121,4,0,0,6,135,0,34,58,43,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,267,206,23,9,0,0,0,0,0,0,0,0,0,238,215,23,238,2,5,217,3,2,0,9,238,0,42,114,82,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,268,104,10,3,0,0,0,0,0,1,1,0,0,119,108,11,119,1,0,106,6,1,0,5,119,0,35,43,41,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,270,771,55,75,8,24,1,3,2,14,2,11,1,967,898,69,967,10,5,871,32,2,0,47,967,0,258,471,238,0,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,271,334,22,303,56,12,3,9,4,12,7,7,3,772,677,95,772,9,5,694,32,5,0,27,772,0,150,350,272,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,272,1315,125,376,110,51,14,29,7,38,10,27,7,2109,1836,273,2109,13,13,1902,93,11,0,77,2109,2,495,997,615,0,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,273,996,99,319,84,29,7,16,5,32,9,19,5,1620,1411,209,1620,19,10,1436,55,9,0,91,1620,3,398,774,445,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,274,336,34,339,87,16,2,10,6,14,8,16,1,869,731,138,869,7,2,774,63,5,1,17,869,1,144,397,327,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,275,1941,253,1023,320,42,2,54,9,83,19,63,12,3821,3206,615,3821,35,18,3409,177,14,1,167,3821,1,862,1854,1104,0,3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,276,547,76,433,148,15,4,21,3,37,5,18,3,1310,1071,239,1310,13,10,1115,103,10,0,59,1310,3,250,642,415,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,277,196,22,287,74,2,0,10,3,13,7,13,1,628,521,107,628,3,7,548,50,2,0,18,628,0,111,286,231,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,278,921,118,1136,334,24,2,16,4,24,6,16,9,2610,2137,473,2610,15,13,2327,136,23,3,93,2610,3,481,1154,972,0,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,279,569,79,401,118,9,1,6,2,13,1,10,4,1213,1008,205,1213,5,10,1089,48,4,1,56,1213,0,297,550,366,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,280,1484,156,356,87,51,7,21,5,30,10,19,5,2231,1961,270,2231,20,10,2047,81,4,0,69,2231,1,544,1098,588,0,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,281,1380,119,341,87,25,4,26,3,19,5,17,3,2029,1808,221,2029,17,12,1822,96,7,0,75,2029,2,539,967,521,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,282,770,88,696,208,15,4,36,8,48,14,22,9,1918,1587,331,1918,20,15,1688,104,12,1,78,1918,4,454,922,538,0,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,283,2924,452,2934,1080,282,62,122,42,139,38,225,90,8390,6626,1764,8390,78,38,7564,388,43,1,278,8390,1,1549,3871,2969,0,8390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,284,1013,128,512,145,25,7,12,1,25,8,24,4,1904,1611,293,1904,14,6,1720,90,16,0,58,1904,3,379,779,743,0,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,285,2101,364,1068,351,38,6,69,23,60,20,103,26,4229,3439,790,4229,32,15,3850,164,18,0,150,4229,0,674,1960,1595,0,4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
